DAY_OF_WEEK,MKT_UNIQUE_CARRIER,OP_UNIQUE_CARRIER,ORIGIN,ARR_DELAY,SCH_DEP_TIME,SCH_ARR_TIME,ORGIN_WTH_temp,ORGIN_WTH_precip,ORGIN_WTH_precipprob,ORGIN_WTH_snow,ORGIN_WTH_windspeed,ORGIN_WTH_winddir,ORGIN_WTH_cloudcover,ORGIN_WTH_visibility,ORGIN_WTH_severerisk,DEST_WTH_temp,DEST_WTH_precip,DEST_WTH_precipprob,DEST_WTH_snow,DEST_WTH_windspeed,DEST_WTH_winddir,DEST_WTH_cloudcover,DEST_WTH_visibility,DEST_WTH_severerisk
5,B6,B6,JFK,32.0,2022-12-09 13:35:00,2022-12-09 14:46:00,45.0,0.0,0,0.0,7.3,10.0,0.0,9.9,10.0,35.0,0.0,0,0.0,0.5,1.0,86.6,9.9,10.0
5,B6,B6,JFK,11.0,2022-12-09 08:10:00,2022-12-09 09:20:00,36.0,0.0,0,0.0,10.1,42.0,7.2,9.9,10.0,32.0,0.0,0,0.0,4.7,340.0,99.8,9.9,10.0
5,DL,9E,JFK,-7.0,2022-12-09 08:05:00,2022-12-09 09:32:00,36.0,0.0,0,0.0,10.1,42.0,7.2,9.9,10.0,33.2,0.0,0,0.0,5.9,341.0,100.0,9.9,10.0
5,B6,B6,JFK,35.0,2022-12-09 22:29:00,2022-12-09 23:40:00,37.1,0.0,0,0.0,5.2,20.0,0.0,9.9,10.0,23.0,0.0,0,0.0,3.3,265.0,0.0,9.9,10.0
5,DL,9E,JFK,-27.0,2022-12-09 22:30:00,2022-12-09 23:58:00,37.1,0.0,0,0.0,5.2,20.0,0.0,9.9,10.0,23.0,0.0,0,0.0,3.3,265.0,0.0,9.9,10.0
5,B6,B6,MCO,3.0,2022-12-09 15:15:00,2022-12-09 17:56:00,81.9,0.0,0,0.0,5.5,349.0,49.2,9.9,10.0,29.0,0.0,0,0.0,5.9,322.0,0.0,9.9,10.0
5,DL,9E,JFK,-23.0,2022-12-09 16:15:00,2022-12-09 17:40:00,44.1,0.0,0,0.0,7.7,360.0,0.0,9.9,10.0,29.0,0.0,0,0.0,5.9,322.0,0.0,9.9,10.0
5,UA,UA,ORD,-13.0,2022-12-09 18:10:00,2022-12-09 21:04:00,37.3,0.0,0,0.0,12.2,89.0,100.0,5.7,10.0,25.1,0.0,0,0.0,3.4,276.0,0.0,9.9,10.0
5,UA,OO,ORD,-6.0,2022-12-09 13:59:00,2022-12-09 16:49:00,37.1,0.001,100,0.0,11.1,87.0,100.0,1.2,10.0,29.9,0.0,0,0.0,6.9,321.0,26.2,9.9,10.0
5,AA,MQ,ORD,81.0,2022-12-16 17:33:00,2022-12-16 20:19:00,28.2,0.0,0,0.31,15.8,230.0,100.0,9.3,10.0,34.0,0.006,100,0.0,3.3,231.0,100.0,3.1,10.0
5,UA,UA,ORD,58.0,2022-12-16 18:14:00,2022-12-16 21:07:00,28.2,0.0,0,0.31,15.8,230.0,100.0,9.3,10.0,35.0,0.019,100,0.0,4.7,240.0,100.0,5.0,10.0
5,AA,MQ,ORD,48.0,2022-12-16 13:05:00,2022-12-16 16:02:00,29.3,0.0,0,0.0,12.8,234.0,97.5,2.7,10.0,35.0,0.0,0,0.0,4.7,100.0,100.0,9.9,10.0
5,UA,ZW,ORD,20.0,2022-12-16 13:30:00,2022-12-16 16:27:00,28.8,0.0,0,0.0,14.0,243.0,100.0,2.4,10.0,35.0,0.0,0,0.0,4.7,100.0,100.0,9.9,10.0
5,B6,B6,JFK,6.0,2022-12-16 13:30:00,2022-12-16 14:41:00,42.7,0.063,100,0.0,6.2,340.0,100.0,1.6,10.0,35.1,0.0,0,0.0,8.1,82.0,100.0,9.9,10.0
5,B6,B6,JFK,30.0,2022-12-16 08:10:00,2022-12-16 09:20:00,44.3,0.053,100,0.0,19.2,58.0,100.0,3.3,10.0,34.0,0.067,100,1.1,3.4,40.0,100.0,3.9,10.0
5,DL,9E,JFK,29.0,2022-12-16 08:05:00,2022-12-16 09:32:00,44.3,0.053,100,0.0,19.2,58.0,100.0,3.3,10.0,34.1,0.069,100,0.31,7.9,58.0,100.0,6.2,10.0
5,B6,B6,JFK,97.0,2022-12-16 22:29:00,2022-12-16 23:40:00,38.9,0.009,100,0.0,9.0,278.0,100.0,5.8,10.0,36.0,0.0,0,0.0,9.1,250.0,100.0,6.8,10.0
5,DL,9E,JFK,-25.0,2022-12-16 22:30:00,2022-12-16 23:58:00,38.9,0.009,100,0.0,9.0,278.0,100.0,5.8,10.0,36.0,0.0,0,0.0,9.1,250.0,100.0,6.8,10.0
5,B6,B6,MCO,2.0,2022-12-16 16:14:00,2022-12-16 18:55:00,66.1,0.0,0,0.0,3.5,322.0,88.8,9.9,10.0,34.0,0.012,100,0.31,3.2,159.0,100.0,2.5,10.0
5,DL,9E,JFK,13.0,2022-12-16 16:15:00,2022-12-16 17:40:00,39.5,0.012,100,0.0,13.6,303.0,100.0,2.9,10.0,35.0,0.0,0,0.0,0.0,0.0,100.0,4.9,10.0
5,AA,MQ,ORD,249.0,2022-12-23 17:33:00,2022-12-23 20:19:00,-1.1,0.0,0,0.0,22.6,279.0,100.0,3.3,10.0,7.1,0.0,0,0.07,23.0,220.0,100.0,1.2,10.0
5,UA,UA,ORD,986.0,2022-12-23 18:14:00,2022-12-23 21:07:00,-1.1,0.0,0,0.0,22.6,279.0,100.0,3.3,10.0,7.1,0.0,0,0.07,22.8,211.0,100.0,1.2,10.0
5,B6,B6,JFK,71.0,2022-12-23 13:30:00,2022-12-23 14:41:00,37.6,0.01,100,0.0,15.7,238.0,100.0,8.4,10.0,18.0,0.0,0,0.07,24.0,241.0,100.0,0.6,10.0
5,B6,B6,JFK,36.0,2022-12-23 08:10:00,2022-12-23 09:20:00,50.3,0.0,0,0.0,10.2,169.0,100.0,5.6,10.0,38.9,0.0,0,0.19,4.8,90.0,100.0,6.3,10.0
5,B6,B6,JFK,137.0,2022-12-23 22:29:00,2022-12-23 23:40:00,10.1,0.0,0,0.0,18.6,279.0,88.8,9.9,10.0,7.1,0.011,100,0.07,19.5,220.0,100.0,1.3,10.0
5,DL,9E,JFK,100.0,2022-12-23 22:30:00,2022-12-23 23:58:00,10.1,0.0,0,0.0,18.6,279.0,88.8,9.9,10.0,7.1,0.011,100,0.07,19.5,220.0,100.0,1.3,10.0
5,B6,B6,MCO,-7.0,2022-12-23 16:14:00,2022-12-23 18:55:00,66.0,0.0,0,0.0,15.6,290.0,2.9,9.9,10.0,8.9,0.0,0,0.07,23.0,230.0,100.0,0.6,10.0
5,DL,9E,JFK,18.0,2022-12-23 09:50:00,2022-12-23 11:14:00,47.7,0.0,0,0.0,8.0,180.0,100.0,8.9,10.0,43.0,0.039,100,0.0,9.1,199.0,100.0,8.1,10.0
5,AA,MQ,ORD,-12.0,2022-12-30 17:33:00,2022-12-30 20:19:00,37.0,0.0,0,0.0,5.5,276.0,93.3,9.1,10.0,56.6,0.0,0,0.0,10.1,187.0,50.7,9.9,10.0
5,UA,UA,ORD,-11.0,2022-12-30 18:14:00,2022-12-30 21:07:00,37.0,0.0,0,0.0,5.5,276.0,93.3,9.1,10.0,57.5,0.0,0,0.0,10.1,178.0,50.8,9.9,10.0
5,AA,MQ,ORD,11.0,2022-12-30 13:05:00,2022-12-30 16:02:00,38.7,0.0,0,0.0,8.5,246.0,94.0,7.4,10.0,59.9,0.0,0,0.0,7.9,197.0,89.4,9.9,10.0
5,UA,ZW,ORD,-2.0,2022-12-30 13:30:00,2022-12-30 16:27:00,38.7,0.0,0,0.0,7.5,274.0,88.1,9.8,10.0,59.9,0.0,0,0.0,7.9,197.0,89.4,9.9,10.0
5,B6,B6,JFK,-9.0,2022-12-30 13:35:00,2022-12-30 14:48:00,60.8,0.0,0,0.0,5.2,190.0,13.4,9.9,10.0,62.6,0.0,0,0.0,9.0,198.0,89.4,9.9,10.0
5,B6,B6,JFK,-6.0,2022-12-30 22:30:00,2022-12-30 23:41:00,51.9,0.0,0,0.0,2.5,295.0,23.8,9.9,10.0,52.0,0.0,0,0.0,3.3,139.0,100.0,9.9,10.0
5,B6,B6,MCO,55.0,2022-12-30 15:45:00,2022-12-30 18:28:00,79.0,0.0,0,0.0,8.3,109.0,33.6,9.9,10.0,56.6,0.0,0,0.0,9.0,197.0,48.7,9.9,10.0
5,DL,9E,JFK,-26.0,2022-12-30 21:10:00,2022-12-30 22:41:00,49.2,0.0,0,0.0,3.4,56.0,23.8,9.0,10.0,55.8,0.0,0,0.0,4.7,90.0,94.9,9.9,10.0
6,AA,MQ,ORD,-16.0,2022-12-03 13:08:00,2022-12-03 16:02:00,30.6,0.0,0,0.0,14.5,271.0,0.0,9.9,10.0,44.9,0.0,0,0.0,19.8,280.0,89.3,9.9,10.0
6,AA,YX,ORD,-19.0,2022-12-03 16:45:00,2022-12-03 19:36:00,28.7,0.0,0,0.0,9.6,283.0,24.2,9.9,10.0,38.9,0.0,0,0.0,20.7,290.0,100.0,9.9,10.0
6,B6,B6,JFK,-6.0,2022-12-03 13:35:00,2022-12-03 14:46:00,56.3,0.033,100,0.0,8.0,210.0,100.0,8.3,10.0,46.1,0.001,100,0.0,22.1,280.0,89.1,9.9,10.0
6,B6,B6,JFK,-9.0,2022-12-03 08:10:00,2022-12-03 09:20:00,52.8,0.035,100,0.0,4.6,190.0,100.0,5.0,10.0,47.8,0.001,100,0.0,16.0,198.0,89.4,9.9,10.0
6,B6,B6,JFK,0.0,2022-12-03 22:29:00,2022-12-03 23:40:00,47.3,0.0,0,0.0,10.8,300.0,7.2,9.9,10.0,37.1,0.0,0,0.0,11.7,281.0,100.0,9.9,10.0
6,DL,9E,JFK,-20.0,2022-12-03 22:30:00,2022-12-03 23:58:00,47.3,0.0,0,0.0,10.8,300.0,7.2,9.9,10.0,37.1,0.0,0,0.0,11.7,281.0,100.0,9.9,10.0
6,B6,B6,MCO,4.0,2022-12-03 15:15:00,2022-12-03 17:56:00,79.4,0.0,0,0.0,7.0,76.0,53.9,9.9,10.0,40.9,0.0,0,0.0,14.1,280.0,100.0,9.9,10.0
6,DL,9E,JFK,-11.0,2022-12-03 16:15:00,2022-12-03 17:40:00,57.8,0.0,0,0.0,11.5,237.0,97.0,9.9,10.0,40.9,0.0,0,0.0,14.1,280.0,100.0,9.9,10.0
6,DL,9E,JFK,-6.0,2022-12-03 09:50:00,2022-12-03 11:14:00,55.4,0.039,100,0.0,16.1,190.0,100.0,4.6,10.0,51.0,0.0,0,0.0,21.5,189.0,89.4,9.9,10.0
6,UA,UA,ORD,-5.0,2022-12-03 19:47:00,2022-12-03 22:39:00,24.8,0.0,0,0.0,9.6,274.0,0.0,9.9,10.0,38.0,0.0,0,0.0,13.0,281.0,100.0,9.9,10.0
6,UA,OO,ORD,-24.0,2022-12-03 13:59:00,2022-12-03 16:49:00,32.0,0.0,0,0.0,14.3,293.0,18.0,9.9,10.0,43.9,0.0,0,0.0,20.9,280.0,100.0,9.9,10.0
6,WN,WN,MCO,6.0,2022-12-03 11:25:00,2022-12-03 14:05:00,79.0,0.0,0,0.0,5.8,90.0,33.6,9.9,10.0,51.9,0.052,100,0.0,22.0,231.0,99.8,8.6,10.0
6,AA,MQ,ORD,7.0,2022-12-10 13:08:00,2022-12-10 16:02:00,38.3,0.0,0,0.0,4.4,127.0,100.0,5.6,10.0,34.0,0.0,0,0.0,6.9,60.0,86.0,9.9,10.0
6,AA,YX,ORD,-22.0,2022-12-10 16:45:00,2022-12-10 19:36:00,38.9,0.0,0,0.0,3.8,157.0,100.0,6.4,10.0,29.0,0.0,0,0.0,6.8,71.0,86.0,9.9,10.0
6,B6,B6,JFK,-5.0,2022-12-10 13:35:00,2022-12-10 14:46:00,38.7,0.0,0,0.0,8.1,50.0,97.0,9.9,10.0,37.0,0.0,0,0.0,7.0,50.0,48.3,9.9,10.0
6,B6,B6,JFK,22.0,2022-12-10 08:10:00,2022-12-10 09:20:00,32.0,0.0,0,0.0,10.3,35.0,0.0,9.9,10.0,24.2,0.0,0,0.0,4.7,98.0,26.7,9.9,10.0
6,B6,B6,JFK,36.0,2022-12-10 22:29:00,2022-12-10 23:40:00,38.0,0.0,0,0.0,9.3,73.0,100.0,9.9,10.0,29.9,0.0,0,0.0,12.6,81.0,98.5,9.9,10.0
6,DL,9E,JFK,4.0,2022-12-10 22:30:00,2022-12-10 23:58:00,38.0,0.0,0,0.0,9.3,73.0,100.0,9.9,10.0,29.9,0.0,0,0.0,12.6,81.0,98.5,9.9,10.0
6,B6,B6,MCO,25.0,2022-12-10 15:15:00,2022-12-10 17:56:00,79.9,0.0,0,0.0,5.7,20.0,27.1,9.9,10.0,29.9,0.0,0,0.0,6.9,79.0,86.0,9.9,10.0
6,DL,9E,JFK,-13.0,2022-12-10 16:15:00,2022-12-10 17:40:00,38.9,0.0,0,0.0,7.8,65.0,97.0,9.9,10.0,29.9,0.0,0,0.0,6.9,79.0,86.0,9.9,10.0
6,DL,9E,JFK,-26.0,2022-12-10 09:50:00,2022-12-10 11:14:00,36.0,0.0,0,0.0,11.6,50.0,7.2,9.9,10.0,30.8,0.0,0,0.0,5.8,51.0,26.7,9.9,10.0
6,UA,UA,ORD,-14.0,2022-12-10 19:47:00,2022-12-10 22:39:00,38.9,0.0,0,0.0,4.0,233.0,100.0,4.3,10.0,29.9,0.0,0,0.0,10.2,90.0,86.0,9.9,10.0
6,UA,OO,ORD,-7.0,2022-12-10 13:59:00,2022-12-10 16:49:00,38.9,0.0,0,0.0,4.5,125.0,100.0,6.7,10.0,30.7,0.0,0,0.0,4.7,70.0,86.0,9.9,10.0
6,WN,WN,MCO,10.0,2022-12-10 11:25:00,2022-12-10 14:05:00,72.0,0.0,0,0.0,4.5,311.0,0.6,9.9,10.0,37.1,0.0,0,0.0,5.8,32.0,27.2,9.9,10.0
6,AA,MQ,ORD,0.0,2022-12-17 13:57:00,2022-12-17 16:42:00,24.6,0.0,0,0.0,14.9,249.0,100.0,9.9,10.0,34.1,0.0,0,0.0,8.0,250.0,100.0,9.9,10.0
6,UA,ZW,ORD,-1.0,2022-12-17 13:30:00,2022-12-17 16:27:00,24.6,0.0,0,0.0,14.9,249.0,100.0,9.9,10.0,35.0,0.0,0,0.0,11.2,269.0,89.3,9.9,10.0
6,AA,YX,ORD,44.0,2022-12-17 19:15:00,2022-12-17 22:05:00,23.2,0.0,0,0.0,13.3,265.0,100.0,9.9,10.0,33.1,0.0,0,0.0,6.9,230.0,100.0,8.7,10.0
6,B6,B6,JFK,209.0,2022-12-17 13:30:00,2022-12-17 14:41:00,43.3,0.0,0,0.0,11.5,278.0,60.4,9.9,10.0,35.0,0.0,0,0.0,11.4,270.0,100.0,9.9,10.0
6,B6,B6,JFK,75.0,2022-12-17 08:10:00,2022-12-17 09:20:00,38.3,0.0,0,0.0,3.4,326.0,78.4,9.9,10.0,34.0,0.0,0,0.0,8.0,240.0,89.3,9.9,10.0
6,B6,B6,JFK,45.0,2022-12-17 22:29:00,2022-12-17 23:40:00,38.3,0.0,0,0.0,10.9,287.0,7.2,9.9,10.0,32.0,0.0,0,0.0,6.9,231.0,100.0,8.7,10.0
6,DL,9E,JFK,-4.0,2022-12-17 22:30:00,2022-12-17 23:58:00,38.3,0.0,0,0.0,10.9,287.0,7.2,9.9,10.0,32.0,0.0,0,0.0,6.9,231.0,100.0,8.7,10.0
6,UA,UA,ORD,-8.0,2022-12-17 21:10:00,2022-12-17 23:57:00,22.1,0.0,0,0.0,15.2,268.0,100.0,9.8,10.0,32.0,0.0,0,0.0,6.9,231.0,100.0,8.7,10.0
6,B6,B6,MCO,17.0,2022-12-17 16:14:00,2022-12-17 18:55:00,69.2,0.0,0,0.0,4.7,102.0,100.0,9.9,10.0,34.0,0.0,0,0.0,5.9,221.0,100.0,9.9,10.0
6,DL,9E,JFK,-10.0,2022-12-17 16:20:00,2022-12-17 17:48:00,42.2,0.0,0,0.0,11.3,270.0,60.4,9.9,10.0,34.0,0.0,0,0.0,0.3,352.0,99.8,9.9,10.0
6,DL,9E,JFK,-4.0,2022-12-17 09:50:00,2022-12-17 11:14:00,41.3,0.0,0,0.0,12.1,275.0,7.2,9.9,10.0,35.0,0.0,0,0.0,11.3,250.0,100.0,9.9,10.0
6,WN,WN,MCO,2.0,2022-12-17 11:25:00,2022-12-17 14:05:00,65.2,0.0,0,0.0,8.0,30.0,5.3,9.9,10.0,35.9,0.0,0,0.0,13.9,260.0,100.0,9.9,10.0
6,AA,YX,ORD,173.0,2022-12-24 16:55:00,2022-12-24 19:43:00,12.4,0.0,0,0.0,19.6,270.0,6.2,9.9,10.0,12.8,0.0,0,0.0,19.4,210.0,100.0,9.9,10.0
6,B6,B6,JFK,270.0,2022-12-24 13:35:00,2022-12-24 14:48:00,14.0,0.0,0,0.0,11.8,272.0,33.2,9.9,10.0,12.8,0.0,0,0.0,19.4,210.0,89.2,9.9,10.0
6,B6,B6,JFK,151.0,2022-12-24 22:29:00,2022-12-24 23:40:00,14.3,0.0,0,0.0,8.8,260.0,7.2,9.9,10.0,14.0,0.0,0,0.0,19.5,209.0,89.2,9.9,10.0
6,B6,B6,MCO,69.0,2022-12-24 15:45:00,2022-12-24 18:28:00,44.8,0.0,0,0.0,9.3,309.0,9.4,9.9,10.0,12.8,0.0,0,0.0,21.7,200.0,100.0,8.7,10.0
6,UA,UA,ORD,56.0,2022-12-24 18:15:00,2022-12-24 21:08:00,12.0,0.0,0,0.0,21.0,272.0,0.0,9.9,10.0,12.8,0.0,0,0.0,18.1,220.0,99.0,9.9,10.0
6,UA,ZW,ORD,121.0,2022-12-24 13:30:00,2022-12-24 16:27:00,12.2,0.0,0,0.0,22.0,263.0,24.2,9.9,10.0,12.8,0.0,0,0.0,20.5,210.0,89.4,9.9,10.0
6,WN,WN,MCO,49.0,2022-12-24 11:25:00,2022-12-24 14:05:00,38.1,0.0,0,0.0,8.2,310.0,5.3,9.9,10.0,11.9,0.0,0,0.0,16.1,210.0,88.0,9.9,10.0
6,AA,YX,ORD,-4.0,2022-12-31 16:55:00,2022-12-31 19:43:00,37.0,0.0,0,0.0,6.2,114.0,90.4,9.9,10.0,52.9,0.039,100,0.0,5.8,209.0,100.0,6.1,10.0
6,B6,B6,JFK,-1.0,2022-12-31 13:35:00,2022-12-31 14:48:00,51.5,0.01,100,0.0,1.3,31.0,100.0,1.7,10.0,56.7,0.001,100,0.0,6.8,169.0,99.7,9.8,10.0
6,B6,B6,JFK,-13.0,2022-12-31 22:30:00,2022-12-31 23:41:00,52.1,0.112,100,0.0,0.0,0.0,100.0,2.3,10.0,49.9,0.012,100,0.0,13.9,270.0,100.0,3.2,10.0
6,B6,B6,MCO,33.0,2022-12-31 15:45:00,2022-12-31 18:28:00,74.1,0.0,0,0.0,5.6,241.0,31.5,9.9,10.0,51.9,0.011,100,0.0,4.6,95.0,100.0,9.7,10.0
6,DL,9E,JFK,6.0,2022-12-31 21:10:00,2022-12-31 22:41:00,53.0,0.041,100,0.0,5.1,269.0,100.0,2.9,10.0,51.9,0.001,100,0.0,13.7,271.0,100.0,9.7,10.0
6,UA,UA,ORD,-24.0,2022-12-31 18:15:00,2022-12-31 21:08:00,35.4,0.0,0,0.0,4.2,90.0,94.6,9.9,10.0,51.9,0.01,100,0.0,7.9,241.0,100.0,6.7,10.0
6,UA,ZW,ORD,-11.0,2022-12-31 13:30:00,2022-12-31 16:27:00,37.6,0.0,0,0.0,0.8,300.0,83.7,9.9,10.0,52.9,0.02,100,0.0,5.8,120.0,100.0,5.0,10.0
6,WN,WN,MCO,7.0,2022-12-31 11:25:00,2022-12-31 14:05:00,71.9,0.0,0,0.0,10.4,189.0,100.0,9.2,10.0,56.7,0.0,0,0.0,4.7,130.0,100.0,9.9,10.0
7,AA,MQ,ORD,-11.0,2022-12-04 16:45:00,2022-12-04 19:33:00,37.1,0.0,0,0.0,10.4,207.0,24.2,9.9,10.0,30.6,0.0,0,0.0,4.5,166.0,26.2,9.9,10.0
7,AA,MQ,ORD,20.0,2022-12-04 12:57:00,2022-12-04 15:49:00,37.8,0.0,0,0.0,16.4,235.0,18.0,9.9,10.0,37.0,0.0,0,0.0,9.0,200.0,47.3,9.9,10.0
7,B6,B6,JFK,-11.0,2022-12-04 13:35:00,2022-12-04 14:46:00,45.0,0.0,0,0.0,2.8,333.0,19.3,9.9,10.0,37.1,0.0,0,0.0,10.3,210.0,87.7,9.9,10.0
7,B6,B6,JFK,-1.0,2022-12-04 08:10:00,2022-12-04 09:20:00,39.2,0.0,0,0.0,9.2,330.0,7.2,9.9,10.0,34.9,0.0,0,0.0,16.7,250.0,89.6,9.9,10.0
7,DL,9E,JFK,7.0,2022-12-04 08:05:00,2022-12-04 09:32:00,39.2,0.0,0,0.0,9.2,330.0,7.2,9.9,10.0,35.8,0.0,0,0.0,12.4,251.0,89.6,9.9,10.0
7,B6,B6,JFK,19.0,2022-12-04 22:29:00,2022-12-04 23:40:00,40.1,0.0,0,0.0,6.0,270.0,7.2,9.9,10.0,31.8,0.0,0,0.0,5.8,219.0,47.3,9.9,10.0
7,DL,9E,JFK,-17.0,2022-12-04 22:30:00,2022-12-04 23:58:00,40.1,0.0,0,0.0,6.0,270.0,7.2,9.9,10.0,31.8,0.0,0,0.0,5.8,219.0,47.3,9.9,10.0
7,B6,B6,MCO,34.0,2022-12-04 15:15:00,2022-12-04 17:56:00,79.2,0.0,0,0.0,5.0,356.0,3.2,9.9,10.0,31.8,0.0,0,0.0,3.4,169.0,26.2,9.9,10.0
7,DL,9E,JFK,-1.0,2022-12-04 16:15:00,2022-12-04 17:40:00,44.3,0.0,0,0.0,5.2,300.0,23.8,9.9,10.0,31.8,0.0,0,0.0,3.4,169.0,26.2,9.9,10.0
7,UA,UA,ORD,-6.0,2022-12-04 18:10:00,2022-12-04 21:04:00,35.5,0.0,0,0.0,11.2,207.0,18.0,9.9,10.0,30.6,0.0,0,0.0,5.6,197.0,26.2,9.9,10.0
7,UA,OO,ORD,7.0,2022-12-04 13:59:00,2022-12-04 16:49:00,39.5,0.0,0,0.0,13.2,240.0,18.0,9.9,10.0,34.8,0.0,0,0.0,0.0,3.0,26.2,9.9,10.0
7,AA,MQ,ORD,1.0,2022-12-11 16:45:00,2022-12-11 19:33:00,38.3,0.0,0,0.0,1.6,1.0,100.0,9.9,10.0,32.0,0.016,100,0.05,3.4,90.0,100.0,6.2,10.0
7,AA,MQ,ORD,-14.0,2022-12-11 12:57:00,2022-12-11 15:49:00,38.3,0.0,0,0.0,6.4,311.0,100.0,9.9,10.0,32.0,0.012,100,0.05,6.9,80.0,100.0,1.3,10.0
7,B6,B6,JFK,35.0,2022-12-11 13:35:00,2022-12-11 14:46:00,39.8,0.0,0,0.0,9.8,60.0,100.0,9.9,10.0,32.0,0.012,100,0.05,5.8,71.0,100.0,2.5,10.0
7,B6,B6,JFK,4.0,2022-12-11 08:10:00,2022-12-11 09:20:00,38.0,0.0,0,0.0,13.0,63.0,97.0,9.9,10.0,29.9,0.001,100,0.05,8.1,81.0,100.0,9.8,10.0
7,DL,9E,JFK,-15.0,2022-12-11 08:05:00,2022-12-11 09:32:00,38.0,0.0,0,0.0,13.0,63.0,97.0,9.9,10.0,29.9,0.026,100,0.05,8.0,72.0,100.0,0.6,10.0
7,B6,B6,JFK,14.0,2022-12-11 22:29:00,2022-12-11 23:40:00,34.1,0.007,100,0.08,5.1,8.0,100.0,3.3,10.0,32.0,0.0,0,0.05,5.7,321.0,100.0,6.2,10.0
7,DL,9E,JFK,3.0,2022-12-11 22:30:00,2022-12-11 23:58:00,34.1,0.007,100,0.08,5.1,8.0,100.0,3.3,10.0,32.0,0.0,0,0.05,5.7,321.0,100.0,6.2,10.0
7,B6,B6,MCO,29.0,2022-12-11 15:15:00,2022-12-11 17:56:00,69.6,0.0,0,0.0,8.1,331.0,98.7,9.9,10.0,32.0,0.025,100,0.05,4.6,70.0,100.0,4.9,10.0
7,DL,9E,JFK,-9.0,2022-12-11 16:15:00,2022-12-11 17:40:00,38.3,0.028,100,0.0,8.7,65.0,100.0,5.3,10.0,32.0,0.025,100,0.05,4.6,70.0,100.0,4.9,10.0
7,UA,UA,ORD,-18.0,2022-12-11 18:10:00,2022-12-11 21:04:00,38.6,0.0,0,0.0,1.9,353.0,100.0,9.9,10.0,32.0,0.0,0,0.05,3.4,31.0,100.0,5.0,10.0
7,UA,OO,ORD,97.0,2022-12-11 13:59:00,2022-12-11 16:49:00,38.4,0.0,0,0.0,6.1,294.0,100.0,9.9,10.0,32.0,0.016,100,0.05,5.7,81.0,100.0,1.3,10.0
7,AA,MQ,ORD,-12.0,2022-12-18 18:05:00,2022-12-18 20:57:00,17.9,0.0,0,0.0,13.1,258.0,24.2,9.9,10.0,32.0,0.0,0,0.0,14.8,250.0,89.4,9.9,10.0
7,AA,MQ,ORD,21.0,2022-12-18 13:05:00,2022-12-18 16:02:00,20.0,0.0,0,0.0,15.4,249.0,24.2,9.9,10.0,33.2,0.0,0,0.0,16.0,240.0,89.4,8.7,10.0
7,UA,ZW,ORD,0.0,2022-12-18 13:30:00,2022-12-18 16:27:00,20.2,0.0,0,0.0,14.2,250.0,24.2,9.9,10.0,33.2,0.0,0,0.0,16.0,240.0,89.4,8.7,10.0
7,B6,B6,JFK,73.0,2022-12-18 13:30:00,2022-12-18 14:41:00,39.8,0.0,0,0.0,10.4,307.0,88.8,9.9,10.0,34.0,0.0,0,0.0,15.0,250.0,100.0,9.9,10.0
7,B6,B6,JFK,28.0,2022-12-18 08:10:00,2022-12-18 09:20:00,33.4,0.0,0,0.0,8.1,275.0,13.4,9.9,10.0,29.9,0.0,0,0.13,9.1,220.0,100.0,8.7,10.0
7,B6,B6,JFK,40.0,2022-12-18 22:29:00,2022-12-18 23:40:00,34.3,0.0,0,0.0,15.0,270.0,7.2,9.9,10.0,32.0,0.0,0,0.0,21.6,260.0,89.4,8.6,10.0
7,DL,9E,JFK,-13.0,2022-12-18 22:30:00,2022-12-18 23:58:00,34.3,0.0,0,0.0,15.0,270.0,7.2,9.9,10.0,32.0,0.0,0,0.0,21.6,260.0,89.4,8.6,10.0
7,UA,UA,ORD,-20.0,2022-12-18 21:10:00,2022-12-18 23:57:00,16.0,0.0,0,0.0,10.7,283.0,0.0,9.9,10.0,32.0,0.0,0,0.0,21.6,260.0,89.4,8.6,10.0
7,B6,B6,MCO,-1.0,2022-12-18 16:14:00,2022-12-18 18:55:00,66.0,0.0,0,0.0,9.3,357.0,9.4,9.9,10.0,30.8,0.0,0,0.0,13.7,240.0,87.9,9.9,10.0
7,DL,9E,JFK,-2.0,2022-12-18 16:20:00,2022-12-18 17:48:00,39.2,0.0,0,0.0,9.9,278.0,88.8,9.9,10.0,30.8,0.0,0,0.0,12.6,241.0,100.0,9.9,10.0
7,DL,9E,JFK,9.0,2022-12-18 09:50:00,2022-12-18 11:14:00,36.3,0.0,0,0.0,11.3,290.0,88.8,9.9,10.0,34.0,0.0,0,0.0,16.0,250.0,68.1,9.9,10.0
7,AA,MQ,ORD,-19.0,2022-12-25 13:05:00,2022-12-25 16:02:00,12.2,0.0,0,0.0,16.1,264.0,38.9,9.9,10.0,23.0,0.0,0,0.0,17.2,230.0,87.0,9.9,10.0
7,B6,B6,JFK,2.0,2022-12-25 13:35:00,2022-12-25 14:48:00,26.3,0.0,0,0.0,12.1,260.0,13.4,9.9,10.0,24.1,0.0,0,0.0,21.8,230.0,50.7,9.9,10.0
7,UA,UA,ORD,10.0,2022-12-25 21:10:00,2022-12-25 23:57:00,13.0,0.0,0,0.0,10.0,251.0,78.4,9.9,10.0,20.9,0.0,0,0.0,13.9,230.0,100.0,9.9,10.0
